Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.5,0.21213203435596426,10,1,1,3
2,1.3,0.20248456731316583,10,1,1,3
3,1.9,0.33015148038438347,10,1,1,4
4,2.5,0.291547594742265,10,2,1,4
5,2.4,0.25298221281347033,10,2,1,4
6,2.9,0.22135943621178653,10,3,2,4
7,3.3,0.20248456731316586,10,3,2,4
8,3.7,0.14491376746189438,10,4,3,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
