Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.25298221281347033,10,1,1,3
2,1.4,0.322490309931942,10,1,0,3
3,2.0,0.2449489742783178,10,2,1,3
4,2.4,0.20976176963403032,10,3,1,3
5,2.5,0.21213203435596426,10,3,1,3
6,2.8,0.12649110640673517,10,3,2,3
7,3.0,0.0,10,3,3,3
8,3.0,0.0,10,3,3,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
