Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.5,0.15811388300841897,10,1,1,2
2,1.3,0.24698178070456936,10,1,0,3
3,1.2,0.3098386676965933,10,0,0,3
4,1.2,0.27568097504180444,10,1,0,3
5,1.5,0.15811388300841897,10,1,1,2
6,1.5,0.21213203435596426,10,2,0,2
7,1.7,0.14491376746189438,10,2,1,2
8,2.0,0.0,10,2,2,2
9,2.0,0.0,10,2,2,2
10,2.0,0.0,10,2,2,2
