Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.5,0.25495097567963926,10,1,1,3
2,1.3,0.24698178070456936,10,1,0,3
3,1.9,0.22135943621178653,10,2,1,3
4,2.2,0.3098386676965933,10,1,1,4
5,2.8,0.23664319132398462,10,2,2,4
6,3.3,0.20248456731316586,10,3,2,4
7,3.5,0.15811388300841897,10,3,3,4
8,3.7,0.14491376746189438,10,4,3,4
9,3.8,0.12649110640673517,10,4,3,4
10,3.7,0.14491376746189438,10,4,3,4
