Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.4,0.20976176963403032,10,1,1,3
2,1.8,0.3687817782917155,10,1,1,4
3,2.4,0.25298221281347033,10,2,1,4
4,2.6,0.15491933384829668,10,3,2,3
5,3.1,0.09486832980505137,10,3,3,4
6,3.0,0.0,10,3,3,3
7,3.2,0.12649110640673517,10,3,3,4
8,3.3,0.14491376746189438,10,3,3,4
9,3.5,0.15811388300841897,10,3,3,4
10,3.6,0.15491933384829668,10,4,3,4
