Generation,mean_threads,stderr,gen_size,mode,min,max
1,2.1,0.3860051813123757,10,1,1,5
2,2.5,0.32403703492039304,10,2,1,4
3,2.7,0.3478505426185217,10,3,1,4
4,3.2,0.2756809750418044,10,4,2,4
5,3.5,0.21213203435596426,10,4,2,4
6,3.7,0.14491376746189438,10,4,3,4
7,3.9,0.09486832980505137,10,4,3,4
8,4.0,0.0,10,4,4,4
9,3.8,0.12649110640673517,10,4,3,4
10,4.0,0.0,10,4,4,4
