Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.1,0.09486832980505137,10,1,1,2
2,1.1,0.09486832980505137,10,1,1,2
3,1.0,0.1414213562373095,10,1,0,2
4,1.1,0.170293863659264,10,1,0,2
5,1.7,0.14491376746189438,10,2,1,2
6,2.0,0.0,10,2,2,2
7,2.0,0.0,10,2,2,2
8,2.0,0.0,10,2,2,2
9,2.0,0.0,10,2,2,2
10,2.0,0.0,10,2,2,2
