Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.1,0.09486832980505137,10,1,1,2
2,0.9,0.09486832980505139,10,1,0,1
3,1.4,0.15491933384829668,10,1,1,2
4,2.0,0.0,10,2,2,2
5,2.0,0.0,10,2,2,2
6,2.0,0.0,10,2,2,2
7,2.0,0.0,10,2,2,2
8,2.0,0.0,10,2,2,2
9,1.8,0.12649110640673517,10,2,1,2
10,2.0,0.0,10,2,2,2
