Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.2,0.1264911064067352,10,1,1,2
2,1.1,0.22135943621178653,10,1,0,2
3,1.4,0.15491933384829668,10,1,1,2
4,1.9,0.17029386365926402,10,2,1,3
5,2.1,0.09486832980505137,10,2,2,3
6,2.4,0.15491933384829668,10,2,2,3
7,2.5,0.15811388300841897,10,2,2,3
8,2.8,0.12649110640673517,10,3,2,3
9,3.0,0.0,10,3,3,3
10,2.9,0.09486832980505137,10,3,2,3
