Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.5,0.21213203435596426,10,1,1,3
2,1.9,0.22135943621178655,10,2,1,3
3,2.2,0.23664319132398462,10,2,1,3
4,2.5,0.15811388300841897,10,2,2,3
5,2.6,0.15491933384829668,10,3,2,3
6,2.8,0.12649110640673517,10,3,2,3
7,2.9,0.09486832980505137,10,3,2,3
8,2.9,0.09486832980505137,10,3,2,3
9,2.8,0.12649110640673517,10,3,2,3
10,3.0,0.0,10,3,3,3
