"Plot Title: 1_4_0_0_0_Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/11/15 04:20:00 PM,12.0,,,,
2,12/11/15 04:20:01 PM,13.0,,,,
3,12/11/15 04:20:02 PM,13.0,,,,
4,12/11/15 04:20:03 PM,13.0,,,,
5,12/11/15 04:20:04 PM,14.0,,,,
6,12/11/15 04:20:05 PM,14.0,,,,
7,12/11/15 04:20:06 PM,14.0,,,,
8,12/11/15 04:20:07 PM,14.0,,,,
9,12/11/15 04:20:08 PM,14.0,,,,
10,12/11/15 04:20:09 PM,14.0,,,,
11,12/11/15 04:20:10 PM,14.0,,,,
12,12/11/15 04:20:11 PM,14.0,,,,
13,12/11/15 04:20:12 PM,14.0,,,,
14,12/11/15 04:20:13 PM,14.0,,,,
15,12/11/15 04:20:14 PM,14.0,,,,
16,12/11/15 04:20:15 PM,14.0,,,,
17,12/11/15 04:20:16 PM,14.0,,,,
18,12/11/15 04:20:17 PM,14.0,,,,
19,12/11/15 04:20:18 PM,14.0,,,,
20,12/11/15 04:20:19 PM,14.0,,,,
21,12/11/15 04:20:20 PM,14.0,,,,
22,12/11/15 04:20:21 PM,13.0,,,,
23,12/11/15 04:20:22 PM,13.0,,,,
24,12/11/15 04:20:23 PM,13.0,,,,
25,12/11/15 04:20:24 PM,13.0,,,,
26,12/11/15 04:20:25 PM,13.0,,,,
27,12/11/15 04:20:26 PM,13.0,,,,
28,12/11/15 04:20:27 PM,13.0,,,,
29,12/11/15 04:20:28 PM,12.0,,,,
30,12/11/15 04:20:29 PM,13.0,,,,
31,12/11/15 04:20:30 PM,12.0,,,,
32,12/11/15 04:20:31 PM,13.0,,,,
33,12/11/15 04:20:32 PM,13.0,,,,
34,12/11/15 04:20:33 PM,13.0,,,,
35,12/11/15 04:20:34 PM,13.0,,,,
36,12/11/15 04:20:35 PM,13.0,,,,
37,12/11/15 04:20:36 PM,13.0,,,,
38,12/11/15 04:20:37 PM,13.0,,,,
39,12/11/15 04:20:38 PM,13.0,,,,
40,12/11/15 04:20:39 PM,13.0,,,,
41,12/11/15 04:20:40 PM,13.0,,,,
42,12/11/15 04:20:41 PM,13.0,,,,
43,12/11/15 04:20:42 PM,13.0,,,,
44,12/11/15 04:20:43 PM,13.0,,,,
45,12/11/15 04:20:44 PM,13.0,,,,
46,12/11/15 04:20:45 PM,13.0,,,,
47,12/11/15 04:20:46 PM,13.0,,,,
48,12/11/15 04:20:47 PM,14.0,,,,
49,12/11/15 04:20:48 PM,14.0,,,,
50,12/11/15 04:20:49 PM,13.0,,,,
51,12/11/15 04:20:50 PM,13.0,,,,
52,12/11/15 04:20:51 PM,14.0,,,,
53,12/11/15 04:20:52 PM,14.0,,,,
54,12/11/15 04:20:53 PM,14.0,,,,
55,12/11/15 04:20:54 PM,14.0,,,,
56,12/11/15 04:20:55 PM,14.0,,,,
57,12/11/15 04:20:56 PM,14.0,,,,
58,12/11/15 04:20:57 PM,14.0,,,,
59,12/11/15 04:20:58 PM,14.0,,,,
60,12/11/15 04:20:59 PM,14.0,,,,
61,12/11/15 04:21:00 PM,14.0,,,,
62,12/11/15 04:21:01 PM,14.0,,,,
