Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.14491376746189438,10,1,1,2
2,1.5,0.21213203435596426,10,1,1,3
3,2.3,0.2846049894151541,10,2,1,4
4,2.6,0.15491933384829668,10,3,2,3
5,2.8,0.18973665961010275,10,3,1,3
6,3.2,0.12649110640673517,10,3,3,4
7,3.2,0.12649110640673517,10,3,3,4
8,3.2,0.12649110640673517,10,3,3,4
9,2.9,0.22135943621178653,10,3,2,4
10,3.2,0.12649110640673517,10,3,3,4
