Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.20976176963403032,10,1,1,3
2,1.7,0.2469817807045694,10,1,1,3
3,2.1,0.09486832980505137,10,2,2,3
4,2.0,0.1414213562373095,10,2,1,3
5,2.4,0.15491933384829668,10,2,2,3
6,2.5,0.25495097567963926,10,3,1,3
7,2.8,0.12649110640673517,10,3,2,3
8,2.8,0.12649110640673517,10,3,2,3
9,2.9,0.09486832980505137,10,3,2,3
10,2.9,0.09486832980505137,10,3,2,3
