Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.25298221281347033,10,1,1,3
2,2.2,0.2756809750418044,10,2,1,4
3,1.9,0.22135943621178653,10,2,1,3
4,2.1,0.29832867780352595,10,3,1,3
5,2.5,0.15811388300841897,10,2,2,3
6,2.6,0.15491933384829668,10,3,2,3
7,2.8,0.12649110640673517,10,3,2,3
8,3.0,0.0,10,3,3,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
