"Plot Title: 1_1_0_0_0_0Random selection, Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/16/15 02:24:00 PM,8.0,,,,
2,12/16/15 02:24:01 PM,8.0,,,,
3,12/16/15 02:24:02 PM,8.0,,,,
4,12/16/15 02:24:03 PM,8.0,,,,
5,12/16/15 02:24:04 PM,8.0,,,,
6,12/16/15 02:24:05 PM,7.0,,,,
7,12/16/15 02:24:06 PM,6.0,,,,
8,12/16/15 02:24:07 PM,6.0,,,,
9,12/16/15 02:24:08 PM,6.0,,,,
10,12/16/15 02:24:09 PM,5.0,,,,
11,12/16/15 02:24:10 PM,4.0,,,,
12,12/16/15 02:24:11 PM,4.0,,,,
13,12/16/15 02:24:12 PM,4.0,,,,
14,12/16/15 02:24:13 PM,4.0,,,,
15,12/16/15 02:24:14 PM,4.0,,,,
16,12/16/15 02:24:15 PM,4.0,,,,
17,12/16/15 02:24:16 PM,4.0,,,,
18,12/16/15 02:24:17 PM,5.0,,,,
19,12/16/15 02:24:18 PM,6.0,,,,
20,12/16/15 02:24:19 PM,6.0,,,,
21,12/16/15 02:24:20 PM,6.0,,,,
22,12/16/15 02:24:21 PM,6.0,,,,
23,12/16/15 02:24:22 PM,6.0,,,,
24,12/16/15 02:24:23 PM,6.0,,,,
25,12/16/15 02:24:24 PM,6.0,,,,
26,12/16/15 02:24:25 PM,6.0,,,,
27,12/16/15 02:24:26 PM,6.0,,,,
28,12/16/15 02:24:27 PM,6.0,,,,
29,12/16/15 02:24:28 PM,6.0,,,,
30,12/16/15 02:24:29 PM,6.0,,,,
31,12/16/15 02:24:30 PM,7.0,,,,
32,12/16/15 02:24:31 PM,6.0,,,,
33,12/16/15 02:24:32 PM,7.0,,,,
34,12/16/15 02:24:33 PM,7.0,,,,
35,12/16/15 02:24:34 PM,6.0,,,,
36,12/16/15 02:24:35 PM,7.0,,,,
37,12/16/15 02:24:36 PM,7.0,,,,
38,12/16/15 02:24:37 PM,7.0,,,,
39,12/16/15 02:24:38 PM,7.0,,,,
40,12/16/15 02:24:39 PM,7.0,,,,
41,12/16/15 02:24:40 PM,8.0,,,,
42,12/16/15 02:24:41 PM,8.0,,,,
43,12/16/15 02:24:42 PM,7.0,,,,
44,12/16/15 02:24:43 PM,6.0,,,,
45,12/16/15 02:24:44 PM,6.0,,,,
46,12/16/15 02:24:45 PM,6.0,,,,
47,12/16/15 02:24:46 PM,5.0,,,,
48,12/16/15 02:24:47 PM,4.0,,,,
49,12/16/15 02:24:48 PM,4.0,,,,
50,12/16/15 02:24:49 PM,4.0,,,,
51,12/16/15 02:24:50 PM,4.0,,,,
52,12/16/15 02:24:51 PM,4.0,,,,
53,12/16/15 02:24:52 PM,4.0,,,,
54,12/16/15 02:24:53 PM,4.0,,,,
55,12/16/15 02:24:54 PM,4.0,,,,
56,12/16/15 02:24:55 PM,5.0,,,,
57,12/16/15 02:24:56 PM,5.0,,,,
58,12/16/15 02:24:57 PM,6.0,,,,
59,12/16/15 02:24:58 PM,6.0,,,,
60,12/16/15 02:24:59 PM,6.0,,,,
61,12/16/15 02:25:00 PM,6.0,,,,
62,12/16/15 02:25:01 PM,6.0,,,,
63,12/16/15 02:25:02 PM,6.0,,,,
64,12/16/15 02:25:03 PM,6.0,,,,
65,12/16/15 02:25:04 PM,6.0,,,,
66,12/16/15 02:25:05 PM,6.0,,,,
67,12/16/15 02:25:06 PM,6.0,,,,
68,12/16/15 02:25:07 PM,6.0,,,,
69,12/16/15 02:25:08 PM,6.0,,,,
70,12/16/15 02:25:09 PM,6.0,,,,
71,12/16/15 02:25:10 PM,6.0,,,,
72,12/16/15 02:25:11 PM,6.0,,,,
73,12/16/15 02:25:12 PM,6.0,,,,
74,12/16/15 02:25:13 PM,6.0,,,,
75,12/16/15 02:25:14 PM,6.0,,,,
76,12/16/15 02:25:15 PM,7.0,,,,
77,12/16/15 02:25:16 PM,7.0,,,,
78,12/16/15 02:25:17 PM,7.0,,,,
79,12/16/15 02:25:18 PM,7.0,,,,
80,12/16/15 02:25:19 PM,7.0,,,,
81,12/16/15 02:25:20 PM,6.0,,,,
82,12/16/15 02:25:21 PM,7.0,,,,
83,12/16/15 02:25:22 PM,7.0,,,,
84,12/16/15 02:25:23 PM,6.0,,,,
85,12/16/15 02:25:24 PM,6.0,,,,
86,12/16/15 02:25:25 PM,6.0,,,,
87,12/16/15 02:25:26 PM,5.0,,,,
88,12/16/15 02:25:27 PM,4.0,,,,
89,12/16/15 02:25:28 PM,4.0,,,,
90,12/16/15 02:25:29 PM,4.0,,,,
91,12/16/15 02:25:30 PM,4.0,,,,
92,12/16/15 02:25:31 PM,4.0,,,,
93,12/16/15 02:25:32 PM,4.0,,,,
94,12/16/15 02:25:33 PM,5.0,,,,
95,12/16/15 02:25:34 PM,6.0,,,,
96,12/16/15 02:25:35 PM,6.0,,,,
97,12/16/15 02:25:36 PM,6.0,,,,
98,12/16/15 02:25:37 PM,6.0,,,,
99,12/16/15 02:25:38 PM,6.0,,,,
100,12/16/15 02:25:39 PM,6.0,,,,
101,12/16/15 02:25:40 PM,6.0,,,,
102,12/16/15 02:25:41 PM,6.0,,,,
103,12/16/15 02:25:42 PM,6.0,,,,
104,12/16/15 02:25:43 PM,6.0,,,,
105,12/16/15 02:25:44 PM,6.0,,,,
106,12/16/15 02:25:45 PM,6.0,,,,
107,12/16/15 02:25:46 PM,6.0,,,,
108,12/16/15 02:25:47 PM,6.0,,,,
109,12/16/15 02:25:48 PM,6.0,,,,
110,12/16/15 02:25:49 PM,6.0,,,,
111,12/16/15 02:25:50 PM,6.0,,,,
112,12/16/15 02:25:51 PM,6.0,,,,
113,12/16/15 02:25:52 PM,6.0,,,,
114,12/16/15 02:25:53 PM,6.0,,,,
115,12/16/15 02:25:54 PM,6.0,,,,
116,12/16/15 02:25:55 PM,6.0,,,,
117,12/16/15 02:25:56 PM,6.0,,,,
118,12/16/15 02:25:57 PM,6.0,,,,
119,12/16/15 02:25:58 PM,7.0,,,,
120,12/16/15 02:25:59 PM,8.0,,,,
121,12/16/15 02:26:00 PM,8.0,,,,
122,12/16/15 02:26:01 PM,8.0,,,,
123,12/16/15 02:26:02 PM,8.0,,,,
124,12/16/15 02:26:03 PM,8.0,,,,
125,12/16/15 02:26:04 PM,2.0,,,,
126,12/16/15 02:26:05 PM,0.0,,,,
127,12/16/15 02:26:06 PM,0.0,,,,
128,12/16/15 02:26:07 PM,0.0,,,,
129,12/16/15 02:26:08 PM,0.0,,,,
130,12/16/15 02:26:09 PM,0.0,,,,
131,12/16/15 02:26:10 PM,0.0,,,,
132,12/16/15 02:26:11 PM,0.0,,,,
133,12/16/15 02:26:12 PM,0.0,,,,
134,12/16/15 02:26:13 PM,0.0,Logged,Logged,,
135,12/16/15 02:26:14 PM,0.0,,,,
136,12/16/15 02:26:15 PM,0.0,,,,
137,12/16/15 02:26:16 PM,0.0,,,,
138,12/16/15 02:26:17 PM,0.0,,,,
139,12/16/15 02:26:18 PM,0.0,,,,
140,12/16/15 02:26:19 PM,0.0,,,,
141,12/16/15 02:26:20 PM,0.0,,,,
142,12/16/15 02:26:21 PM,0.0,,,,
143,12/16/15 02:26:22 PM,0.0,,,Logged,Logged
