Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.2,0.12649110640673517,10,1,1,2
2,1.1,0.09486832980505137,10,1,1,2
3,0.9,0.170293863659264,10,1,0,2
4,1.2,0.1264911064067352,10,1,1,2
5,1.0,0.0,10,1,1,1
6,1.0,0.0,10,1,1,1
7,1.0,0.0,10,1,1,1
8,1.0,0.0,10,1,1,1
9,1.0,0.0,10,1,1,1
10,1.0,0.0,10,1,1,1
