Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.0,0.0,10,1,1,1
2,0.8,0.23664319132398465,10,0,0,2
3,1.1,0.22135943621178653,10,1,0,2
4,1.6,0.15491933384829668,10,2,1,2
5,1.1,0.09486832980505137,10,1,1,2
6,0.7,0.14491376746189438,10,1,0,1
7,0.8,0.12649110640673517,10,1,0,1
8,1.0,0.0,10,1,1,1
9,1.0,0.0,10,1,1,1
10,1.0,0.0,10,1,1,1
