Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.9,0.26267851073127385,10,1,1,3
2,2.5,0.291547594742265,10,2,1,4
3,3.2,0.23664319132398462,10,3,2,4
4,3.6,0.15491933384829668,10,4,3,4
5,3.7,0.14491376746189438,10,4,3,4
6,3.9,0.09486832980505137,10,4,3,4
7,4.0,0.0,10,4,4,4
8,4.0,0.0,10,4,4,4
9,4.0,0.0,10,4,4,4
10,3.8,0.12649110640673517,10,4,3,4
