Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.20248456731316586,10,1,1,3
2,1.6,0.32249030993194194,10,1,0,3
3,2.0,0.282842712474619,10,1,1,3
4,2.2,0.2756809750418044,10,3,1,3
5,2.6,0.20976176963403032,10,3,1,3
6,2.8,0.18973665961010275,10,3,1,3
7,3.0,0.0,10,3,3,3
8,3.0,0.0,10,3,3,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
