Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.20248456731316583,10,1,1,3
2,1.6,0.28982753492378877,10,1,1,3
3,1.9,0.3860051813123756,10,3,0,3
4,3.1,0.17029386365926402,10,3,2,4
5,3.2,0.12649110640673517,10,3,3,4
6,3.3,0.14491376746189438,10,3,3,4
7,3.5,0.15811388300841897,10,3,3,4
8,3.7,0.14491376746189438,10,4,3,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
