Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.7,0.20248456731316586,10,2,1,3
2,2.1,0.22135943621178653,10,2,1,3
3,2.4,0.20976176963403032,10,3,1,3
4,2.7,0.14491376746189438,10,3,2,3
5,3.0,0.0,10,3,3,3
6,3.0,0.0,10,3,3,3
7,3.0,0.0,10,3,3,3
8,3.0,0.0,10,3,3,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
