"Plot Title: 2_2_1_2_1_3Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/14/15 04:49:00 PM,6.0,,,,
2,12/14/15 04:49:01 PM,6.0,,,,
3,12/14/15 04:49:02 PM,6.0,,,,
4,12/14/15 04:49:03 PM,6.0,,,,
5,12/14/15 04:49:04 PM,6.0,,,,
6,12/14/15 04:49:05 PM,6.0,,,,
7,12/14/15 04:49:06 PM,4.0,,,,
8,12/14/15 04:49:07 PM,4.0,,,,
9,12/14/15 04:49:08 PM,4.0,,,,
10,12/14/15 04:49:09 PM,4.0,,,,
11,12/14/15 04:49:10 PM,4.0,,,,
12,12/14/15 04:49:11 PM,4.0,,,,
13,12/14/15 04:49:12 PM,4.0,,,,
14,12/14/15 04:49:13 PM,4.0,,,,
15,12/14/15 04:49:14 PM,4.0,,,,
16,12/14/15 04:49:15 PM,4.0,,,,
17,12/14/15 04:49:16 PM,4.0,,,,
18,12/14/15 04:49:17 PM,4.0,,,,
19,12/14/15 04:49:18 PM,4.0,,,,
20,12/14/15 04:49:19 PM,4.0,,,,
21,12/14/15 04:49:20 PM,4.0,,,,
22,12/14/15 04:49:21 PM,4.0,,,,
23,12/14/15 04:49:22 PM,4.0,,,,
24,12/14/15 04:49:23 PM,4.0,,,,
25,12/14/15 04:49:24 PM,4.0,,,,
26,12/14/15 04:49:25 PM,4.0,,,,
27,12/14/15 04:49:26 PM,4.0,,,,
28,12/14/15 04:49:27 PM,4.0,,,,
29,12/14/15 04:49:28 PM,4.0,,,,
30,12/14/15 04:49:29 PM,4.0,,,,
31,12/14/15 04:49:30 PM,4.0,,,,
32,12/14/15 04:49:31 PM,4.0,,,,
33,12/14/15 04:49:32 PM,4.0,,,,
34,12/14/15 04:49:33 PM,4.0,,,,
35,12/14/15 04:49:34 PM,4.0,,,,
36,12/14/15 04:49:35 PM,4.0,,,,
37,12/14/15 04:49:36 PM,4.0,,,,
38,12/14/15 04:49:37 PM,4.0,,,,
39,12/14/15 04:49:38 PM,4.0,,,,
40,12/14/15 04:49:39 PM,4.0,,,,
41,12/14/15 04:49:40 PM,4.0,,,,
42,12/14/15 04:49:41 PM,4.0,,,,
43,12/14/15 04:49:42 PM,4.0,,,,
44,12/14/15 04:49:43 PM,4.0,,,,
45,12/14/15 04:49:44 PM,4.0,,,,
46,12/14/15 04:49:45 PM,4.0,,,,
47,12/14/15 04:49:46 PM,4.0,,,,
48,12/14/15 04:49:47 PM,4.0,,,,
49,12/14/15 04:49:48 PM,4.0,,,,
50,12/14/15 04:49:49 PM,4.0,,,,
51,12/14/15 04:49:50 PM,4.0,,,,
52,12/14/15 04:49:51 PM,4.0,,,,
53,12/14/15 04:49:52 PM,4.0,,,,
54,12/14/15 04:49:53 PM,4.0,,,,
55,12/14/15 04:49:54 PM,4.0,,,,
56,12/14/15 04:49:55 PM,4.0,,,,
57,12/14/15 04:49:56 PM,4.0,,,,
58,12/14/15 04:49:57 PM,4.0,,,,
59,12/14/15 04:49:58 PM,4.0,,,,
60,12/14/15 04:49:59 PM,4.0,,,,
61,12/14/15 04:50:00 PM,4.0,,,,
62,12/14/15 04:50:01 PM,4.0,,,,
63,12/14/15 04:50:02 PM,4.0,,,,
64,12/14/15 04:50:03 PM,4.0,,,,
65,12/14/15 04:50:04 PM,4.0,,,,
66,12/14/15 04:50:05 PM,4.0,,,,
67,12/14/15 04:50:06 PM,4.0,,,,
68,12/14/15 04:50:07 PM,4.0,,,,
69,12/14/15 04:50:08 PM,4.0,,,,
70,12/14/15 04:50:09 PM,4.0,,,,
71,12/14/15 04:50:10 PM,4.0,,,,
72,12/14/15 04:50:11 PM,4.0,,,,
73,12/14/15 04:50:12 PM,4.0,,,,
74,12/14/15 04:50:13 PM,4.0,,,,
75,12/14/15 04:50:14 PM,4.0,,,,
