Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.2,0.12649110640673517,10,1,1,2
2,1.5,0.21213203435596426,10,2,0,2
3,2.5,0.25495097567963926,10,2,1,4
4,3.3,0.14491376746189438,10,3,3,4
5,3.4,0.15491933384829668,10,3,3,4
6,3.8,0.12649110640673517,10,4,3,4
7,4.0,0.0,10,4,4,4
8,4.0,0.0,10,4,4,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
