"Plot Title: 1_4_0_0_0_0Random selection, Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/16/15 02:39:00 PM,7.0,,,,
2,12/16/15 02:39:01 PM,8.0,,,,
3,12/16/15 02:39:02 PM,8.0,,,,
4,12/16/15 02:39:03 PM,6.0,,,,
5,12/16/15 02:39:04 PM,6.0,,,,
6,12/16/15 02:39:05 PM,6.0,,,,
7,12/16/15 02:39:06 PM,6.0,,,,
8,12/16/15 02:39:07 PM,6.0,,,,
9,12/16/15 02:39:08 PM,6.0,,,,
10,12/16/15 02:39:09 PM,6.0,,,,
11,12/16/15 02:39:10 PM,6.0,,,,
12,12/16/15 02:39:11 PM,6.0,,,,
13,12/16/15 02:39:12 PM,6.0,,,,
14,12/16/15 02:39:13 PM,6.0,,,,
15,12/16/15 02:39:14 PM,6.0,,,,
16,12/16/15 02:39:15 PM,4.0,,,,
17,12/16/15 02:39:16 PM,4.0,,,,
18,12/16/15 02:39:17 PM,4.0,,,,
19,12/16/15 02:39:18 PM,6.0,,,,
20,12/16/15 02:39:19 PM,7.0,,,,
21,12/16/15 02:39:20 PM,7.0,,,,
22,12/16/15 02:39:21 PM,7.0,,,,
23,12/16/15 02:39:22 PM,7.0,,,,
24,12/16/15 02:39:23 PM,6.0,,,,
25,12/16/15 02:39:24 PM,6.0,,,,
26,12/16/15 02:39:25 PM,6.0,,,,
27,12/16/15 02:39:26 PM,6.0,,,,
28,12/16/15 02:39:27 PM,6.0,,,,
29,12/16/15 02:39:28 PM,7.0,,,,
30,12/16/15 02:39:29 PM,6.0,,,,
31,12/16/15 02:39:30 PM,6.0,,,,
32,12/16/15 02:39:31 PM,6.0,,,,
33,12/16/15 02:39:32 PM,6.0,,,,
34,12/16/15 02:39:33 PM,6.0,,,,
35,12/16/15 02:39:34 PM,6.0,,,,
36,12/16/15 02:39:35 PM,6.0,,,,
37,12/16/15 02:39:36 PM,6.0,,,,
38,12/16/15 02:39:37 PM,6.0,,,,
39,12/16/15 02:39:38 PM,6.0,,,,
40,12/16/15 02:39:39 PM,6.0,,,,
41,12/16/15 02:39:40 PM,5.0,,,,
42,12/16/15 02:39:41 PM,4.0,,,,
43,12/16/15 02:39:42 PM,4.0,,,,
44,12/16/15 02:39:43 PM,4.0,,,,
45,12/16/15 02:39:44 PM,4.0,,,,
46,12/16/15 02:39:45 PM,4.0,,,,
47,12/16/15 02:39:46 PM,4.0,,,,
48,12/16/15 02:39:47 PM,5.0,,,,
49,12/16/15 02:39:48 PM,6.0,,,,
50,12/16/15 02:39:49 PM,6.0,,,,
51,12/16/15 02:39:50 PM,7.0,,,,
52,12/16/15 02:39:51 PM,6.0,,,,
53,12/16/15 02:39:52 PM,6.0,,,,
54,12/16/15 02:39:53 PM,6.0,,,,
55,12/16/15 02:39:54 PM,6.0,,,,
56,12/16/15 02:39:55 PM,6.0,,,,
57,12/16/15 02:39:56 PM,6.0,,,,
58,12/16/15 02:39:57 PM,6.0,,,,
59,12/16/15 02:39:58 PM,5.0,,,,
60,12/16/15 02:39:59 PM,5.0,,,,
61,12/16/15 02:40:00 PM,5.0,,,,
62,12/16/15 02:40:01 PM,5.0,,,,
63,12/16/15 02:40:02 PM,5.0,,,,
64,12/16/15 02:40:03 PM,5.0,,,,
65,12/16/15 02:40:04 PM,5.0,,,,
66,12/16/15 02:40:05 PM,5.0,,,,
67,12/16/15 02:40:06 PM,5.0,,,,
68,12/16/15 02:40:07 PM,6.0,,,,
69,12/16/15 02:40:08 PM,6.0,,,,
70,12/16/15 02:40:09 PM,6.0,,,,
71,12/16/15 02:40:10 PM,6.0,,,,
72,12/16/15 02:40:11 PM,6.0,,,,
73,12/16/15 02:40:12 PM,6.0,,,,
74,12/16/15 02:40:13 PM,6.0,,,,
75,12/16/15 02:40:14 PM,7.0,,,,
76,12/16/15 02:40:15 PM,6.0,,,,
77,12/16/15 02:40:16 PM,6.0,,,,
78,12/16/15 02:40:17 PM,6.0,,,,
79,12/16/15 02:40:18 PM,6.0,,,,
80,12/16/15 02:40:19 PM,5.0,,,,
81,12/16/15 02:40:20 PM,6.0,,,,
82,12/16/15 02:40:21 PM,6.0,,,,
83,12/16/15 02:40:22 PM,6.0,,,,
84,12/16/15 02:40:23 PM,6.0,,,,
85,12/16/15 02:40:24 PM,6.0,,,,
86,12/16/15 02:40:25 PM,6.0,,,,
87,12/16/15 02:40:26 PM,6.0,,,,
