"Plot Title: 1_3_0_0_0_Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/12/15 06:25:00 PM,13.0,,,,
2,12/12/15 06:25:01 PM,13.0,,,,
3,12/12/15 06:25:02 PM,12.0,,,,
4,12/12/15 06:25:03 PM,8.0,,,,
5,12/12/15 06:25:04 PM,8.0,,,,
6,12/12/15 06:25:05 PM,7.0,,,,
7,12/12/15 06:25:06 PM,9.0,,,,
8,12/12/15 06:25:07 PM,8.0,,,,
9,12/12/15 06:25:08 PM,8.0,,,,
10,12/12/15 06:25:09 PM,7.0,,,,
11,12/12/15 06:25:10 PM,8.0,,,,
12,12/12/15 06:25:11 PM,8.0,,,,
13,12/12/15 06:25:12 PM,8.0,,,,
14,12/12/15 06:25:13 PM,8.0,,,,
15,12/12/15 06:25:14 PM,8.0,,,,
16,12/12/15 06:25:15 PM,9.0,,,,
17,12/12/15 06:25:16 PM,9.0,,,,
18,12/12/15 06:25:17 PM,9.0,,,,
19,12/12/15 06:25:18 PM,9.0,,,,
20,12/12/15 06:25:19 PM,9.0,,,,
21,12/12/15 06:25:20 PM,9.0,,,,
22,12/12/15 06:25:21 PM,8.0,,,,
23,12/12/15 06:25:22 PM,8.0,,,,
24,12/12/15 06:25:23 PM,8.0,,,,
25,12/12/15 06:25:24 PM,8.0,,,,
26,12/12/15 06:25:25 PM,8.0,,,,
27,12/12/15 06:25:26 PM,8.0,,,,
28,12/12/15 06:25:27 PM,8.0,,,,
29,12/12/15 06:25:28 PM,8.0,,,,
30,12/12/15 06:25:29 PM,8.0,,,,
31,12/12/15 06:25:30 PM,3.0,,,,
32,12/12/15 06:25:31 PM,7.0,,,,
33,12/12/15 06:25:32 PM,7.0,,,,
34,12/12/15 06:25:33 PM,7.0,,,,
35,12/12/15 06:25:34 PM,7.0,,,,
36,12/12/15 06:25:35 PM,7.0,,,,
