Generation,mean,stderr,mean collisions,collision stderr,collisions min,collisions max,mean wires,mean wires stderr
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
1,0.002557526284589022,0.0007742939385822816,0.0,0.0,0,0,3.8,0.3687817782917155
