Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.25298221281347033,10,1,1,3
2,1.6,0.20976176963403032,10,1,1,3
3,1.8,0.23664319132398465,10,2,0,3
4,1.8,0.23664319132398465,10,2,0,3
5,2.1,0.26267851073127385,10,2,0,3
6,2.7,0.14491376746189438,10,3,2,3
7,3.0,0.0,10,3,3,3
8,3.0,0.0,10,3,3,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
