Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.4,0.15491933384829668,10,1,1,2
2,1.0,0.19999999999999998,10,1,0,2
3,1.7,0.3178049716414141,10,1,0,3
4,2.0,0.19999999999999998,10,2,1,3
5,2.1,0.3860051813123756,10,2,0,4
6,2.5,0.35355339059327373,10,2,1,4
7,2.8,0.3687817782917155,10,4,1,4
8,3.3,0.20248456731316586,10,3,2,4
9,3.7,0.14491376746189438,10,4,3,4
10,3.9,0.09486832980505137,10,4,3,4
