"Plot Title: 1_9_0_0_0_0Random selection, Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Host Connected (LGR S/N: 1262011)","Coupler Attached (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/16/15 02:52:00 PM,9.0,,,,
2,12/16/15 02:52:01 PM,9.0,,,,
3,12/16/15 02:52:02 PM,9.0,,,,
4,12/16/15 02:52:03 PM,9.0,,,,
5,12/16/15 02:52:04 PM,9.0,,,,
6,12/16/15 02:52:05 PM,9.0,,,,
7,12/16/15 02:52:06 PM,9.0,,,,
8,12/16/15 02:52:07 PM,8.0,,,,
9,12/16/15 02:52:08 PM,9.0,,,,
10,12/16/15 02:52:09 PM,8.0,,,,
11,12/16/15 02:52:10 PM,8.0,,,,
12,12/16/15 02:52:11 PM,8.0,,,,
13,12/16/15 02:52:12 PM,8.0,,,,
14,12/16/15 02:52:13 PM,8.0,,,,
15,12/16/15 02:52:14 PM,8.0,,,,
16,12/16/15 02:52:15 PM,8.0,,,,
17,12/16/15 02:52:16 PM,8.0,,,,
18,12/16/15 02:52:17 PM,8.0,,,,
19,12/16/15 02:52:18 PM,8.0,,,,
20,12/16/15 02:52:19 PM,8.0,,,,
21,12/16/15 02:52:20 PM,8.0,,,,
22,12/16/15 02:52:21 PM,8.0,,,,
23,12/16/15 02:52:22 PM,9.0,,,,
24,12/16/15 02:52:23 PM,9.0,,,,
25,12/16/15 02:52:24 PM,8.0,,,,
26,12/16/15 02:52:25 PM,8.0,,,,
27,12/16/15 02:52:26 PM,8.0,,,,
28,12/16/15 02:52:27 PM,9.0,,,,
29,12/16/15 02:52:28 PM,8.0,,,,
30,12/16/15 02:52:29 PM,9.0,,,,
31,12/16/15 02:52:30 PM,8.0,,,,
32,12/16/15 02:52:31 PM,9.0,,,,
33,12/16/15 02:52:32 PM,9.0,,,,
34,12/16/15 02:52:33 PM,9.0,,,,
35,12/16/15 02:52:34 PM,9.0,,,,
36,12/16/15 02:52:35 PM,9.0,,,,
37,12/16/15 02:52:36 PM,9.0,,,,
38,12/16/15 02:52:37 PM,9.0,,,,
39,12/16/15 02:52:38 PM,9.0,,,,
40,12/16/15 02:52:39 PM,9.0,,,,
41,12/16/15 02:52:40 PM,8.0,,,,
42,12/16/15 02:52:41 PM,8.0,,,,
43,12/16/15 02:52:42 PM,8.0,,,,
44,12/16/15 02:52:43 PM,8.0,,,,
45,12/16/15 02:52:44 PM,8.0,,,,
46,12/16/15 02:52:45 PM,8.0,,,,
47,12/16/15 02:52:46 PM,8.0,,,,
48,12/16/15 02:52:47 PM,8.0,,,,
49,12/16/15 02:52:48 PM,8.0,,,,
50,12/16/15 02:52:49 PM,8.0,,,,
51,12/16/15 02:52:50 PM,7.0,,,,
52,12/16/15 02:52:51 PM,7.0,,,,
53,12/16/15 02:52:52 PM,7.0,,,,
54,12/16/15 02:52:53 PM,7.0,,,,
55,12/16/15 02:52:54 PM,7.0,,,,
56,12/16/15 02:52:55 PM,7.0,,,,
57,12/16/15 02:52:56 PM,7.0,,,,
58,12/16/15 02:52:57 PM,7.0,,,,
59,12/16/15 02:52:58 PM,7.0,,,,
60,12/16/15 02:52:59 PM,7.0,,,,
61,12/16/15 02:53:00 PM,7.0,,,,
62,12/16/15 02:53:01 PM,7.0,,,,
63,12/16/15 02:53:02 PM,7.0,,,,
64,12/16/15 02:53:03 PM,7.0,,,,
65,12/16/15 02:53:04 PM,7.0,,,,
66,12/16/15 02:53:05 PM,7.0,,,,
67,12/16/15 02:53:06 PM,7.0,,,,
68,12/16/15 02:53:07 PM,7.0,,,,
69,12/16/15 02:53:08 PM,7.0,,,,
70,12/16/15 02:53:09 PM,7.0,,,,
71,12/16/15 02:53:10 PM,7.0,,,,
72,12/16/15 02:53:11 PM,7.0,,,,
73,12/16/15 02:53:12 PM,7.0,,,,
74,12/16/15 02:53:13 PM,7.0,,,,
75,12/16/15 02:53:14 PM,8.0,,,,
76,12/16/15 02:53:15 PM,8.0,,,,
77,12/16/15 02:53:16 PM,8.0,,,,
78,12/16/15 02:53:17 PM,8.0,,,,
79,12/16/15 02:53:18 PM,8.0,,,,
80,12/16/15 02:53:19 PM,8.0,,,,
81,12/16/15 02:53:20 PM,8.0,,,,
82,12/16/15 02:53:21 PM,8.0,,,,
83,12/16/15 02:53:22 PM,8.0,,,,
84,12/16/15 02:53:23 PM,8.0,,,,
85,12/16/15 02:53:24 PM,8.0,,,,
86,12/16/15 02:53:25 PM,8.0,,,,
87,12/16/15 02:53:26 PM,8.0,,,,
88,12/16/15 02:53:27 PM,8.0,,,,
89,12/16/15 02:53:28 PM,8.0,,,,
90,12/16/15 02:53:29 PM,8.0,,,,
91,12/16/15 02:53:30 PM,8.0,,,,
92,12/16/15 02:53:31 PM,8.0,,,,
93,12/16/15 02:53:32 PM,8.0,,,,
94,12/16/15 02:53:33 PM,8.0,,,,
95,12/16/15 02:53:34 PM,8.0,,,,
96,12/16/15 02:53:35 PM,8.0,,,,
97,12/16/15 02:53:36 PM,7.0,,,,
98,12/16/15 02:53:37 PM,8.0,,,,
99,12/16/15 02:53:38 PM,7.0,,,,
100,12/16/15 02:53:39 PM,7.0,,,,
101,12/16/15 02:53:40 PM,7.0,,,,
102,12/16/15 02:53:41 PM,7.0,,,,
103,12/16/15 02:53:42 PM,7.0,,,,
104,12/16/15 02:53:43 PM,7.0,,,,
105,12/16/15 02:53:44 PM,7.0,,,,
106,12/16/15 02:53:45 PM,7.0,,,,
107,12/16/15 02:53:46 PM,7.0,,,,
108,12/16/15 02:53:47 PM,7.0,,,,
109,12/16/15 02:53:48 PM,7.0,,,,
110,12/16/15 02:53:49 PM,7.0,,,,
111,12/16/15 02:53:50 PM,7.0,,,,
112,12/16/15 02:53:51 PM,7.0,,,,
113,12/16/15 02:53:52 PM,7.0,,,,
114,12/16/15 02:53:53 PM,7.0,,,,
115,12/16/15 02:53:54 PM,7.0,,,,
116,12/16/15 02:53:55 PM,7.0,,,,
117,12/16/15 02:53:56 PM,7.0,,,,
118,12/16/15 02:53:57 PM,7.0,,,,
119,12/16/15 02:53:58 PM,7.0,,,,
120,12/16/15 02:53:59 PM,7.0,,,,
121,12/16/15 02:54:00 PM,7.0,,,,
122,12/16/15 02:54:01 PM,7.0,,,,
123,12/16/15 02:54:02 PM,7.0,,,,
124,12/16/15 02:54:03 PM,6.0,,,,
125,12/16/15 02:54:04 PM,3.0,,,,
126,12/16/15 02:54:05 PM,0.0,,,,
127,12/16/15 02:54:06 PM,0.0,,,,
128,12/16/15 02:54:07 PM,0.0,,,,
129,12/16/15 02:54:08 PM,0.0,,,,
130,12/16/15 02:54:09 PM,0.0,,,,
131,12/16/15 02:54:10 PM,0.0,,,,
132,12/16/15 02:54:11 PM,0.0,,,,
133,12/16/15 02:54:12 PM,0.0,,,,
134,12/16/15 02:54:13 PM,0.0,Logged,,,
135,12/16/15 02:54:14 PM,0.0,,Logged,,
136,12/16/15 02:54:15 PM,0.0,,,,
137,12/16/15 02:54:16 PM,0.0,,,,
138,12/16/15 02:54:17 PM,0.0,,,,
139,12/16/15 02:54:18 PM,0.0,,,,
140,12/16/15 02:54:19 PM,0.0,,,,
141,12/16/15 02:54:20 PM,0.0,,,Logged,Logged
