Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.4,0.20976176963403037,10,1,1,3
2,1.0,0.282842712474619,10,1,0,3
3,1.4,0.15491933384829668,10,1,1,2
4,2.1,0.26267851073127385,10,3,1,3
5,2.5,0.21213203435596426,10,3,1,3
6,3.0,0.0,10,3,3,3
7,3.0,0.0,10,3,3,3
8,3.1,0.09486832980505137,10,3,3,4
9,3.3,0.14491376746189438,10,3,3,4
10,3.5,0.15811388300841897,10,3,3,4
