"Plot Title: 2_8_1_1_1_6Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/14/15 05:21:00 PM,7.0,,,,
2,12/14/15 05:21:01 PM,9.0,,,,
3,12/14/15 05:21:02 PM,9.0,,,,
4,12/14/15 05:21:03 PM,9.0,,,,
5,12/14/15 05:21:04 PM,8.0,,,,
6,12/14/15 05:21:05 PM,8.0,,,,
7,12/14/15 05:21:06 PM,7.0,,,,
8,12/14/15 05:21:07 PM,8.0,,,,
9,12/14/15 05:21:08 PM,7.0,,,,
10,12/14/15 05:21:09 PM,7.0,,,,
11,12/14/15 05:21:10 PM,7.0,,,,
12,12/14/15 05:21:11 PM,7.0,,,,
13,12/14/15 05:21:12 PM,7.0,,,,
14,12/14/15 05:21:13 PM,7.0,,,,
15,12/14/15 05:21:14 PM,7.0,,,,
16,12/14/15 05:21:15 PM,7.0,,,,
17,12/14/15 05:21:16 PM,6.0,,,,
18,12/14/15 05:21:17 PM,7.0,,,,
19,12/14/15 05:21:18 PM,7.0,,,,
20,12/14/15 05:21:19 PM,7.0,,,,
21,12/14/15 05:21:20 PM,7.0,,,,
22,12/14/15 05:21:21 PM,7.0,,,,
23,12/14/15 05:21:22 PM,7.0,,,,
24,12/14/15 05:21:23 PM,7.0,,,,
25,12/14/15 05:21:24 PM,7.0,,,,
26,12/14/15 05:21:25 PM,7.0,,,,
27,12/14/15 05:21:26 PM,7.0,,,,
28,12/14/15 05:21:27 PM,7.0,,,,
29,12/14/15 05:21:28 PM,7.0,,,,
30,12/14/15 05:21:29 PM,7.0,,,,
31,12/14/15 05:21:30 PM,7.0,,,,
32,12/14/15 05:21:31 PM,6.0,,,,
33,12/14/15 05:21:32 PM,6.0,,,,
34,12/14/15 05:21:33 PM,6.0,,,,
35,12/14/15 05:21:34 PM,6.0,,,,
36,12/14/15 05:21:35 PM,6.0,,,,
