Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.4,0.15491933384829668,10,1,1,2
2,2.1,0.22135943621178653,10,2,1,3
3,2.8,0.23664319132398462,10,3,1,4
4,3.1,0.170293863659264,10,3,2,4
5,3.3,0.14491376746189438,10,3,3,4
6,3.6,0.15491933384829668,10,4,3,4
7,4.0,0.0,10,4,4,4
8,4.0,0.0,10,4,4,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
