"Plot Title: 1_5_0_0_0_0Random selection, Development"
"#","Date Time, GMT-05:00","Intensity, lum/ft² (LGR S/N: 1262011, SEN S/N: 1262011, LBL: light)","Coupler Attached (LGR S/N: 1262011)","Host Connected (LGR S/N: 1262011)","Stopped (LGR S/N: 1262011)","End Of File (LGR S/N: 1262011)"
1,12/16/15 02:44:00 PM,6.0,,,,
2,12/16/15 02:44:01 PM,6.0,,,,
3,12/16/15 02:44:02 PM,6.0,,,,
4,12/16/15 02:44:03 PM,6.0,,,,
5,12/16/15 02:44:04 PM,5.0,,,,
6,12/16/15 02:44:05 PM,4.0,,,,
7,12/16/15 02:44:06 PM,4.0,,,,
8,12/16/15 02:44:07 PM,4.0,,,,
9,12/16/15 02:44:08 PM,4.0,,,,
10,12/16/15 02:44:09 PM,4.0,,,,
11,12/16/15 02:44:10 PM,5.0,,,,
12,12/16/15 02:44:11 PM,4.0,,,,
13,12/16/15 02:44:12 PM,4.0,,,,
14,12/16/15 02:44:13 PM,4.0,,,,
15,12/16/15 02:44:14 PM,4.0,,,,
16,12/16/15 02:44:15 PM,4.0,,,,
17,12/16/15 02:44:16 PM,4.0,,,,
18,12/16/15 02:44:17 PM,4.0,,,,
19,12/16/15 02:44:18 PM,4.0,,,,
20,12/16/15 02:44:19 PM,4.0,,,,
21,12/16/15 02:44:20 PM,4.0,,,,
22,12/16/15 02:44:21 PM,4.0,,,,
23,12/16/15 02:44:22 PM,4.0,,,,
24,12/16/15 02:44:23 PM,4.0,,,,
25,12/16/15 02:44:24 PM,4.0,,,,
26,12/16/15 02:44:25 PM,4.0,,,,
27,12/16/15 02:44:26 PM,4.0,,,,
28,12/16/15 02:44:27 PM,4.0,,,,
29,12/16/15 02:44:28 PM,4.0,,,,
30,12/16/15 02:44:29 PM,4.0,,,,
31,12/16/15 02:44:30 PM,5.0,,,,
32,12/16/15 02:44:31 PM,5.0,,,,
33,12/16/15 02:44:32 PM,5.0,,,,
34,12/16/15 02:44:33 PM,5.0,,,,
35,12/16/15 02:44:34 PM,6.0,,,,
36,12/16/15 02:44:35 PM,6.0,,,,
37,12/16/15 02:44:36 PM,6.0,,,,
38,12/16/15 02:44:37 PM,6.0,,,,
39,12/16/15 02:44:38 PM,6.0,,,,
40,12/16/15 02:44:39 PM,6.0,,,,
41,12/16/15 02:44:40 PM,6.0,,,,
42,12/16/15 02:44:41 PM,7.0,,,,
43,12/16/15 02:44:42 PM,7.0,,,,
44,12/16/15 02:44:43 PM,7.0,,,,
45,12/16/15 02:44:44 PM,7.0,,,,
46,12/16/15 02:44:45 PM,7.0,,,,
47,12/16/15 02:44:46 PM,6.0,,,,
48,12/16/15 02:44:47 PM,7.0,,,,
49,12/16/15 02:44:48 PM,6.0,,,,
50,12/16/15 02:44:49 PM,7.0,,,,
51,12/16/15 02:44:50 PM,7.0,,,,
52,12/16/15 02:44:51 PM,7.0,,,,
53,12/16/15 02:44:52 PM,7.0,,,,
54,12/16/15 02:44:53 PM,7.0,,,,
55,12/16/15 02:44:54 PM,7.0,,,,
56,12/16/15 02:44:55 PM,7.0,,,,
57,12/16/15 02:44:56 PM,6.0,,,,
58,12/16/15 02:44:57 PM,6.0,,,,
59,12/16/15 02:44:58 PM,6.0,,,,
60,12/16/15 02:44:59 PM,6.0,,,,
61,12/16/15 02:45:00 PM,6.0,,,,
62,12/16/15 02:45:01 PM,6.0,,,,
63,12/16/15 02:45:02 PM,6.0,,,,
64,12/16/15 02:45:03 PM,6.0,,,,
65,12/16/15 02:45:04 PM,7.0,,,,
66,12/16/15 02:45:05 PM,7.0,,,,
67,12/16/15 02:45:06 PM,6.0,,,,
68,12/16/15 02:45:07 PM,7.0,,,,
69,12/16/15 02:45:08 PM,6.0,,,,
70,12/16/15 02:45:09 PM,5.0,,,,
71,12/16/15 02:45:10 PM,4.0,,,,
72,12/16/15 02:45:11 PM,4.0,,,,
73,12/16/15 02:45:12 PM,4.0,,,,
74,12/16/15 02:45:13 PM,4.0,,,,
75,12/16/15 02:45:14 PM,4.0,,,,
76,12/16/15 02:45:15 PM,4.0,,,,
77,12/16/15 02:45:16 PM,4.0,,,,
78,12/16/15 02:45:17 PM,4.0,,,,
79,12/16/15 02:45:18 PM,4.0,,,,
80,12/16/15 02:45:19 PM,4.0,,,,
81,12/16/15 02:45:20 PM,4.0,,,,
82,12/16/15 02:45:21 PM,4.0,,,,
83,12/16/15 02:45:22 PM,4.0,,,,
84,12/16/15 02:45:23 PM,4.0,,,,
85,12/16/15 02:45:24 PM,4.0,,,,
86,12/16/15 02:45:25 PM,4.0,,,,
87,12/16/15 02:45:26 PM,4.0,,,,
88,12/16/15 02:45:27 PM,5.0,,,,
89,12/16/15 02:45:28 PM,5.0,,,,
90,12/16/15 02:45:29 PM,5.0,,,,
91,12/16/15 02:45:30 PM,5.0,,,,
92,12/16/15 02:45:31 PM,5.0,,,,
93,12/16/15 02:45:32 PM,5.0,,,,
94,12/16/15 02:45:33 PM,5.0,,,,
95,12/16/15 02:45:34 PM,5.0,,,,
96,12/16/15 02:45:35 PM,6.0,,,,
97,12/16/15 02:45:36 PM,6.0,,,,
98,12/16/15 02:45:37 PM,6.0,,,,
99,12/16/15 02:45:38 PM,6.0,,,,
100,12/16/15 02:45:39 PM,6.0,,,,
101,12/16/15 02:45:40 PM,6.0,,,,
102,12/16/15 02:45:41 PM,6.0,,,,
103,12/16/15 02:45:42 PM,6.0,,,,
104,12/16/15 02:45:43 PM,6.0,,,,
105,12/16/15 02:45:44 PM,6.0,,,,
106,12/16/15 02:45:45 PM,6.0,,,,
107,12/16/15 02:45:46 PM,6.0,,,,
108,12/16/15 02:45:47 PM,6.0,,,,
109,12/16/15 02:45:48 PM,6.0,,,,
110,12/16/15 02:45:49 PM,6.0,,,,
111,12/16/15 02:45:50 PM,6.0,,,,
112,12/16/15 02:45:51 PM,6.0,,,,
113,12/16/15 02:45:52 PM,7.0,,,,
114,12/16/15 02:45:53 PM,7.0,,,,
115,12/16/15 02:45:54 PM,7.0,,,,
116,12/16/15 02:45:55 PM,7.0,,,,
117,12/16/15 02:45:56 PM,7.0,,,,
118,12/16/15 02:45:57 PM,7.0,,,,
119,12/16/15 02:45:58 PM,7.0,,,,
120,12/16/15 02:45:59 PM,7.0,,,,
121,12/16/15 02:46:00 PM,6.0,,,,
122,12/16/15 02:46:01 PM,6.0,,,,
123,12/16/15 02:46:02 PM,1.0,,,,
124,12/16/15 02:46:03 PM,0.0,,,,
125,12/16/15 02:46:04 PM,0.0,,,,
126,12/16/15 02:46:05 PM,0.0,,,,
127,12/16/15 02:46:06 PM,0.0,,,,
128,12/16/15 02:46:07 PM,0.0,,,,
129,12/16/15 02:46:08 PM,0.0,,,,
130,12/16/15 02:46:09 PM,0.0,,,,
131,12/16/15 02:46:10 PM,0.0,Logged,Logged,,
132,12/16/15 02:46:11 PM,0.0,,,,
133,12/16/15 02:46:12 PM,0.0,,,,
134,12/16/15 02:46:13 PM,0.0,,,,
135,12/16/15 02:46:14 PM,0.0,,,,
136,12/16/15 02:46:15 PM,0.0,,,,
137,12/16/15 02:46:16 PM,0.0,,,,
138,12/16/15 02:46:17 PM,0.0,,,,
139,12/16/15 02:46:18 PM,0.0,,,,
140,12/16/15 02:46:19 PM,0.0,,,Logged,Logged
